State	X2020.06.26	X2020.06.25	X2020.06.24	X2020.06.23	X2020.06.22	X2020.06.21	X2020.06.20	X2020.06.19	X2020.06.18	X2020.06.17	X2020.06.16	X2020.06.15	X2020.06.14	X2020.06.13	X2020.06.12	X2020.06.11	X2020.06.10	X2020.06.09	X2020.06.08	X2020.06.07	X2020.06.06	X2020.06.05	X2020.06.04	X2020.06.03	X2020.06.02	X2020.06.01	X2020.05.31	X2020.05.30	X2020.05.29	X2020.05.28	X2020.05.27	X2020.05.26	X2020.05.25	X2020.05.24	X2020.05.23	X2020.05.22	X2020.05.21	X2020.05.20	X2020.05.19	X2020.05.18	X2020.05.17	X2020.05.16	X2020.05.15	X2020.05.14	X2020.05.13	X2020.05.12	X2020.05.11	X2020.05.10	X2020.05.09	X2020.05.08	X2020.05.07	X2020.05.06	X2020.05.05	X2020.05.04	X2020.05.03	X2020.05.02	X2020.05.01	X2020.04.30	X2020.04.29	X2020.04.28	X2020.04.27	X2020.04.26	X2020.04.25	X2020.04.24	X2020.04.23	X2020.04.22	X2020.04.21	X2020.04.20	X2020.04.19	X2020.04.18	X2020.04.17	X2020.04.16	X2020.04.15	X2020.04.14	X2020.04.13	X2020.04.12	X2020.04.11	X2020.04.10	X2020.04.09	X2020.04.08	X2020.04.07	X2020.04.06	X2020.04.05	X2020.04.04	X2020.04.03	X2020.04.02	X2020.04.01	X2020.03.31	X2020.03.30	X2020.03.29	X2020.03.28	X2020.03.27	X2020.03.26	X2020.03.25	X2020.03.24	X2020.03.23	X2020.03.22	X2020.03.21	X2020.03.20	X2020.03.19	X2020.03.18	X2020.03.17	X2020.03.16	X2020.03.15	X2020.03.14	X2020.03.13	X2020.03.12	X2020.03.11	X2020.03.10	X2020.03.09	X2020.03.08	X2020.03.07	X2020.03.06	X2020.03.05	X2020.03.04	X2020.03.03	X2020.03.02	X2020.03.01	X2020.02.29	X2020.02.28	X2020.02.27	X2020.02.26	X2020.02.25	X2020.02.24	X2020.02.23	X2020.02.22	X2020.02.21	X2020.02.20	X2020.02.19	X2020.02.18	X2020.02.17	X2020.02.16	X2020.02.15	X2020.02.14	X2020.02.13	X2020.02.12	X2020.02.11	X2020.02.10	X2020.02.09	X2020.02.08	X2020.02.07	X2020.02.06	X2020.02.05	X2020.02.04	X2020.02.03	X2020.02.02	X2020.02.01	X2020.01.31	X2020.01.30	X2020.01.29	X2020.01.28	X2020.01.27	X2020.01.26	X2020.01.25	X2020.01.24	X2020.01.23	X2020.01.22	X2020.01.21
NorthCarolina	59253	57538	56261	54824	53840	52854	51640	50014	48426	47142	46105	45257	44199	42911	41467	39735	38305	37393	36581	35663	34809	33417	32276	31013	30052	29368	28686	27761	26735	25616	24787	24188	23997	23231	22731	21661	20934	20221	19762	19121	18537	18009	17190	16593	15850	15402	15069	14783	14387	13879	13431	12783	12283	11871	11668	11514	10922	10507	9947	9568	9035	8830	8548	8052	7608	7220	6951	6764	6493	6140	5859	5463	5123	4992	4788	4520	4310	3906	3651	3423	3220	2870	2585	2402	2093	1858	1591	1527	1303	1166	972	784	639	562	397	302	269	184	144	104	66	42	34	32	25	18	16	8	7	7	2	2	2	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NorthDakota	3430	3402	3370	3326	3319	3294	3257	3232	3199	3170	3127	3104	3083	3061	3019	2983	2944	2904	2883	2864	2819	2748	2709	2682	2649	2628	2580	2557	2523	2484	2442	2422	2422	2418	2365	2317	2229	2095	1994	1931	1900	1848	1761	1712	1647	1571	1518	1491	1464	1425	1371	1323	1266	1225	1191	1153	1107	1067	1033	991	942	867	803	748	709	679	644	627	585	528	439	393	365	341	331	308	293	278	269	251	237	225	207	186	173	159	147	126	109	97	93	68	58	45	37	32	30	28	27	19	7	5	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ohio	48638	47651	46759	46127	45537	44808	44262	43731	43122	42422	42010	41576	41148	40848	40424	40004	39575	39162	38837	38476	38111	37758	37282	36792	36350	35984	35513	35034	34566	33915	33439	33006	32477	31911	31408	30795	30168	29437	28953	28455	27925	27476	26956	26363	25727	25257	24785	24086	23697	23018	22131	21576	20969	20474	19914	19335	18743	18027	17303	16769	16325	15963	15587	15169	14694	14117	13725	12919	11602	10222	9107	8414	7791	7280	6975	6605	6251	5879	5513	5149	4783	4450	4043	3739	3312	2903	2548	2199	1933	1665	1406	1144	867	707	564	444	351	247	169	120	90	67	50	37	26	13	5	4	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Oklahoma	12343	11947	11509	11028	10733	10515	10037	9706	9354	8903	8645	8417	8231	8073	7848	7626	7480	7364	7206	7151	7060	7004	6907	6805	6692	6573	6506	6418	6338	6270	6229	6137	6090	6037	5960	5849	5680	5532	5489	5398	5310	5237	5086	4962	4852	4731	4613	4589	4490	4424	4330	4201	4127	4044	3972	3851	3748	3618	3473	3410	3280	3253	3193	3120	3017	2894	2807	2680	2599	2570	2465	2357	2263	2184	2069	1970	1868	1794	1683	1523	1470	1326	1251	1159	989	879	719	566	481	429	377	322	248	164	106	81	67	53	49	44	29	18	10	8	4	3	2	2	2	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Oregon	7943	7575	7451	7281	7090	6945	6669	6579	6373	6225	6105	5828	5644	5543	5387	5248	5097	5022	4925	4809	4672	4580	4474	4399	4335	4302	4243	4185	4131	4086	4038	3967	3949	3927	3888	3864	3817	3801	3726	3687	3623	3612	3541	3479	3416	3359	3286	3228	3160	3068	2989	2916	2839	2759	2680	2635	2579	2510	2446	2385	2354	2311	2253	2177	2127	2059	2002	1956	1910	1844	1785	1736	1663	1633	1584	1527	1447	1371	1321	1239	1181	1132	1068	1000	899	827	737	690	607	549	480	415	316	266	209	191	161	137	114	87	74	66	46	39	36	30	30	20	14	13	13	6	2	2	2	2	2	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pennsylvania	88950	88230	87775	87283	86666	86024	85678	85288	84780	84387	84077	83687	83301	82988	82578	81944	81410	80964	80432	80001	79507	78908	78428	77871	77315	76734	76218	75789	75073	74312	73646	72873	72356	71656	71102	70305	69252	68151	67404	66676	65745	65228	64178	63158	62194	61407	60557	60037	58661	57501	56149	54989	53967	52992	52079	51071	49764	48224	46191	45323	43728	42709	41626	40298	38334	36763	35384	34005	32992	31742	30121	28314	26804	25591	24295	22955	21774	20128	18379	16414	14582	13075	11590	10110	8420	7021	5805	4997	4156	3441	2815	2217	1690	1151	851	644	504	388	269	187	139	101	81	68	47	41	22	16	12	10	6	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RhodeIsland	16661	16640	16606	16533	16459	16337	16337	16337	16269	16213	16164	16093	15947	15947	15947	15862	15756	15691	15642	15441	15441	15441	15325	15219	15112	14991	14928	14819	14635	14494	14353	14210	14065	14065	13952	13736	13571	13356	12951	12795	12674	12434	12219	12016	11835	11614	11450	11274	10989	10779	10530	10205	9933	9652	9477	9289	8962	8621	8247	7926	7708	7439	7129	6699	6256	5841	5500	5090	4706	4491	4177	3838	3529	3251	2976	2665	2349	2015	1727	1450	1229	1082	922	806	711	657	566	488	408	294	239	203	165	132	124	106	83	66	44	44	33	23	21	20	20	20	5	5	5	3	3	3	3	2	2	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SouthCarolina	30335	29022	27897	26613	25701	24693	23786	22631	21548	20556	19995	19381	18796	17955	17170	16441	15759	15228	14800	14286	13916	13453	13005	12651	12415	12148	11861	11394	11131	10788	10623	10416	10178	10096	9895	9638	9379	9175	9056	8942	8816	8661	8407	8189	8030	7927	7792	7653	7531	7367	7142	6936	6841	6757	6626	6489	6258	6095	5881	5735	5613	5490	5253	5070	4917	4761	4608	4439	4377	4246	4086	3931	3656	3553	3439	3319	3207	3065	2792	2552	2417	2232	2049	1917	1700	1554	1293	1083	925	775	661	542	456	425	342	299	194	172	126	81	60	47	33	28	19	13	12	10	9	7	6	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SouthDakota	6535	6479	6419	6353	6326	6297	6225	6158	6109	6050	5966	5928	5898	5833	5742	5665	5604	5523	5471	5438	5367	5277	5247	5162	5067	5034	4993	4960	4866	4793	4710	4653	4586	4563	4468	4356	4177	4177	4085	4027	3987	3959	3887	3792	3732	3663	3614	3517	3393	3144	2905	2779	2720	2667	2630	2587	2525	2450	2375	2314	2246	2213	2147	2040	1956	1858	1755	1685	1635	1541	1411	1311	1168	987	867	729	626	536	447	393	320	288	240	212	187	165	129	107	100	90	68	58	46	41	30	28	21	14	14	14	11	11	10	9	9	9	8	8	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tennessee	38802	37695	36822	36018	35255	34719	34223	33603	32604	32112	31623	30945	30174	29616	29218	28766	28379	27865	27217	26811	26359	25799	25374	25024	24498	23242	22832	22676	22199	21763	21360	20960	20533	20116	19765	19364	18970	18534	18301	17767	17391	17204	16917	16588	16261	15777	15423	15060	14675	14276	14108	13737	13555	13283	12871	12376	11781	10506	10255	9974	9739	9435	8918	8618	8169	7681	7317	6994	6824	6624	6423	6077	5864	5654	5483	5144	4983	4793	4456	4246	4010	3753	3538	3265	3032	2868	2689	2049	1721	1569	1363	1180	981	806	678	522	424	312	237	155	98	73	52	39	32	26	18	8	7	4	3	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Texas	142582	136783	131310	124726	119646	114886	111594	107322	102677	99466	95973	91727	89542	88120	86031	83772	81771	79271	77326	75948	75077	73324	71330	69546	67966	66081	64974	63396	62073	60820	59105	57573	56490	56050	55451	54369	53441	52369	51080	49788	48828	47866	46987	45169	43822	42348	40988	40037	38849	37943	36682	35441	34286	33134	32299	31433	30342	29072	27839	26868	25963	25209	24494	23650	22706	21769	20949	20035	19441	18927	18131	16928	16106	15303	14487	13776	13208	12291	11372	9897	8968	8150	7117	6566	5773	4952	4402	3588	3065	2722	2381	1971	1542	1132	857	728	639	547	386	248	166	106	87	80	69	58	41	33	31	24	23	19	19	16	12	11	11	11	11	11	10	10	10	10	4	4	4	2	2	2	2	2	2	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Utah	20218	19544	18915	18454	18035	17567	17173	16585	16015	15464	15077	14757	14313	14061	13681	13366	12982	12639	12378	12084	11866	11344	10858	10558	10237	10026	9829	9551	9282	8953	8710	8622	8521	8392	8260	8057	7876	7717	7530	7384	7238	7068	6930	6760	6624	6454	6364	6251	6103	5919	5724	5605	5449	5326	5175	4981	4829	4672	4499	4343	4236	4123	3950	3782	3621	3451	3301	3213	3071	2942	2813	2687	2549	2420	2368	2305	2208	2103	1980	1860	1737	1662	1618	1426	1248	1077	1012	887	806	719	608	480	402	346	299	257	182	138	112	80	65	51	40	29	21	7	7	5	4	3	3	3	3	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vermont	1198	1191	1184	1164	1163	1159	1147	1144	1135	1130	1130	1130	1127	1125	1119	1110	1095	1084	1075	1063	1046	1027	1026	990	988	983	981	977	975	974	971	967	962	956	954	952	950	944	944	940	940	934	933	932	929	927	926	926	921	919	916	908	907	902	897	886	879	866	862	862	855	851	843	827	825	823	818	816	812	803	779	768	759	752	748	727	711	679	628	605	575	543	512	461	389	338	321	293	256	235	211	184	158	123	95	75	52	49	29	22	19	14	12	8	5	2	2	2	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Virginia	60570	59946	59514	58994	58465	57994	57443	56793	56238	55775	55331	54886	54506	53869	53211	52647	52177	51738	51251	50681	49397	48532	47856	46905	46239	45398	44607	43611	42533	41401	40249	39342	37727	36244	35749	34950	34137	32908	32145	31140	30388	29683	28672	27813	26746	25800	25070	24081	23196	22342	21570	20256	20256	19492	18671	17731	16901	15846	14961	14338	13534	12969	12365	11595	10999	10265	9629	8989	8536	8053	7492	6891	6502	6173	5746	5273	5076	4509	4041	3644	3332	2877	2636	2408	2011	1706	1511	1249	1020	889	739	605	603	390	291	254	219	152	115	94	78	67	51	45	42	30	17	10	8	5	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Washington	32489	31998	31400	30778	30443	29797	29466	29045	28663	28270	27949	27577	27135	26920	26576	26172	25940	25796	25593	25064	24767	24546	23999	23776	23608	23272	22814	22618	22377	22091	21825	21538	21265	20989	20740	20526	20280	20110	19988	19756	19514	19336	19131	18861	18492	18382	18172	17781	17629	17477	17187	16873	16234	16047	15943	15383	15134	14814	14490	14165	13958	13744	13565	13197	12981	12606	12410	12255	11864	11850	11479	11180	10806	10711	10547	10414	10227	9888	9609	9098	8683	8385	7985	7499	6967	6586	5589	5293	5180	4897	4311	3770	3208	2585	2469	2101	1844	1655	1404	1228	1026	908	794	675	609	511	419	338	279	179	141	110	86	75	47	32	23	17	10	7	5	5	5	5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
WestVirginia	2730	2694	2629	2593	2571	2543	2500	2468	2418	2376	2341	2322	2290	2274	2249	2217	2193	2179	2161	2144	2136	2119	2102	2077	2056	2028	2010	1989	1972	1935	1899	1854	1782	1771	1729	1705	1603	1567	1514	1502	1492	1470	1448	1435	1405	1379	1370	1363	1348	1324	1298	1277	1243	1225	1196	1185	1152	1126	1110	1096	1078	1054	1025	1010	981	939	929	908	890	825	776	739	725	697	638	615	593	537	524	483	413	347	325	282	242	217	191	162	145	124	113	96	76	51	39	16	16	12	8	5	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wisconsin	29725	29204	28652	28187	27849	27598	27314	26913	26611	26167	25829	25530	25307	25026	24733	24411	24091	21435	21161	20950	20701	20427	20075	19614	18949	18556	18418	18249	17784	17211	16565	15923	15646	15362	14985	14557	13967	13574	13001	12722	12571	12368	11854	11280	10903	10617	10418	10219	9939	9590	9215	8901	8566	8236	7964	7660	7314	6854	6520	6289	6081	5911	5687	5356	5052	4845	4620	4499	4346	4199	4045	3875	3721	3555	3428	3341	3213	3068	2885	2756	2578	2440	2267	2112	1916	1730	1552	1351	1269	1120	1042	930	754	623	481	418	382	281	216	155	106	72	47	33	27	19	8	6	3	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wyoming	1368	1326	1282	1254	1230	1197	1179	1173	1144	1114	1089	1079	1060	1050	1027	1009	980	970	960	947	939	933	921	915	912	910	903	898	891	876	860	850	843	813	813	803	801	787	776	766	754	741	716	701	688	675	669	662	653	644	635	631	604	596	586	579	566	559	544	536	520	502	477	473	453	447	442	426	422	412	401	393	392	373	373	364	343	320	303	230	221	213	200	189	167	154	138	121	96	88	85	74	56	49	37	28	26	24	22	18	17	15	10	3	3	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
