State	X2020.05.31	X2020.05.30	X2020.05.29	X2020.05.28	X2020.05.27	X2020.05.26	X2020.05.25	X2020.05.24	X2020.05.23	X2020.05.22	X2020.05.21	X2020.05.20	X2020.05.19	X2020.05.18	X2020.05.17	X2020.05.16	X2020.05.15	X2020.05.14	X2020.05.13	X2020.05.12	X2020.05.11	X2020.05.10	X2020.05.09	X2020.05.08	X2020.05.07	X2020.05.06	X2020.05.05	X2020.05.04	X2020.05.03	X2020.05.02	X2020.05.01	X2020.04.30	X2020.04.29	X2020.04.28	X2020.04.27	X2020.04.26	X2020.04.25	X2020.04.24	X2020.04.23	X2020.04.22	X2020.04.21	X2020.04.20	X2020.04.19	X2020.04.18	X2020.04.17	X2020.04.16	X2020.04.15	X2020.04.14	X2020.04.13	X2020.04.12	X2020.04.11	X2020.04.10	X2020.04.09	X2020.04.08	X2020.04.07	X2020.04.06	X2020.04.05	X2020.04.04	X2020.04.03	X2020.04.02	X2020.04.01	X2020.03.31	X2020.03.30	X2020.03.29	X2020.03.28	X2020.03.27	X2020.03.26	X2020.03.25	X2020.03.24	X2020.03.23	X2020.03.22	X2020.03.21	X2020.03.20	X2020.03.19	X2020.03.18	X2020.03.17	X2020.03.16	X2020.03.15	X2020.03.14	X2020.03.13	X2020.03.12	X2020.03.11	X2020.03.10	X2020.03.09	X2020.03.08	X2020.03.07	X2020.03.06	X2020.03.05	X2020.03.04	X2020.03.03	X2020.03.02	X2020.03.01	X2020.02.29	X2020.02.28	X2020.02.27	X2020.02.26	X2020.02.25	X2020.02.24	X2020.02.23	X2020.02.22	X2020.02.21	X2020.02.20	X2020.02.19	X2020.02.18	X2020.02.17	X2020.02.16	X2020.02.15	X2020.02.14	X2020.02.13	X2020.02.12	X2020.02.11	X2020.02.10	X2020.02.09	X2020.02.08	X2020.02.07	X2020.02.06	X2020.02.05	X2020.02.04	X2020.02.03	X2020.02.02	X2020.02.01	X2020.01.31	X2020.01.30	X2020.01.29	X2020.01.28	X2020.01.27	X2020.01.26	X2020.01.25	X2020.01.24	X2020.01.23	X2020.01.22
Hawaii	651	649	647	644	643	643	643	643	642	647	643	641	640	640	639	638	637	638	635	634	632	631	629	629	626	625	621	620	620	619	618	613	609	607	606	603	601	596	592	582	584	580	574	553	541	530	517	504	499	486	465	442	435	410	387	371	351	319	285	258	208	204	175	151	120	106	95	90	77	56	48	37	26	16	14	10	7	2	2	2	2	2	2	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Idaho	2839	2803	2769	2731	2699	2626	2626	2626	2595	2534	2506	2476	2455	2419	2419	2389	2351	2324	2293	2260	2230	2230	2205	2178	2158	2127	2106	2061	2061	2035	2015	1984	1952	1917	1897	1887	1870	1836	1802	1766	1736	1672	1668	1655	1609	1587	1464	1453	1426	1407	1396	1353	1232	1210	1170	1101	1077	1013	891	669	525	415	310	261	230	189	123	73	50	47	42	31	23	11	9	7	5	5	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Illinois	120260	118917	117455	115833	114306	113195	112017	110304	107796	105444	102686	100418	98030	96485	94191	92457	90369	87937	84698	83021	79007	77741	76085	73760	70873	68232	65962	63840	61499	58505	56055	52918	50355	48102	45883	43903	41777	39658	36934	35108	33059	31508	30357	29160	27575	25733	24593	23247	22025	20852	19180	17887	16422	15078	13549	12262	11256	10357	8904	7695	6980	5994	5057	4596	3491	3026	2538	1865	1535	1273	1049	753	585	422	288	159	93	64	46	32	25	19	19	7	6	6	5	5	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Indiana	34574	34211	33558	33068	32437	32078	31715	31376	30901	30409	29936	29274	28705	28255	27778	27280	26655	26053	25473	25127	24627	24126	23732	23146	22503	21870	21033	20507	19933	19295	18630	17835	17182	16588	15961	15012	14395	13680	13039	12438	12097	11686	11210	10641	10154	9542	8955	8527	8236	7928	7435	6907	6351	5943	5507	4944	4411	3953	3437	3039	2565	2159	1786	1514	1232	981	645	477	365	259	201	126	79	56	39	30	24	19	15	12	12	10	6	2	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Iowa	19552	19244	18926	18573	18360	17703	17577	17252	16893	16504	16170	15614	15349	14955	14651	14328	14049	13675	13289	12912	12373	11959	11671	11457	11059	10404	10111	9703	9169	8641	7884	7145	6843	6376	5868	5476	5092	4445	3924	3748	3641	3159	2902	2513	2332	2141	1995	1899	1710	1587	1510	1388	1270	1145	1048	946	868	786	699	614	549	497	424	336	298	235	179	145	124	105	90	68	45	38	29	23	22	18	17	16	14	13	8	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kansas	9719	9719	9719	9337	9337	9218	9218	8958	8958	8958	8539	8539	8340	8340	7886	7886	7886	7468	7468	7116	7116	6948	6751	6501	6144	5734	5458	5245	5030	4746	4449	4238	3738	3491	3328	3174	3056	2777	2482	2211	2025	1986	1849	1790	1705	1588	1494	1426	1376	1337	1268	1166	1106	1046	900	845	747	698	620	552	482	428	368	319	261	202	168	126	98	82	64	55	44	34	16	15	11	8	6	6	4	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kentucky	9704	9464	9184	9077	9077	8571	8571	8571	8426	8286	8167	8069	8069	7688	7688	7444	7225	7080	6853	6677	6440	6440	6288	6129	5934	5822	5245	5130	4879	4879	4708	4539	4375	4146	4074	3905	3779	3481	3373	3192	3050	2960	2707	2522	2429	2291	2210	2048	1963	1840	1693	1693	1346	1149	1008	955	917	831	770	680	591	480	439	394	302	248	198	157	124	104	99	54	47	35	26	22	21	16	14	11	8	8	6	4	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Louisiana	39916	39577	38802	38802	38497	38054	37809	37169	37040	36925	36504	35316	35038	34709	34432	34117	33837	33489	32662	32050	31815	31600	31417	30855	30652	30399	29996	29673	29340	29140	28711	28001	27660	27286	27068	26773	26512	26140	25739	25258	24854	24523	23928	23580	23118	22532	21951	21518	21016	20595	20014	19253	18283	17030	16284	14867	13010	12496	10297	9150	6424	5237	4025	3540	3315	2746	2305	1795	1388	1172	837	580	473	347	240	137	115	90	51	36	14	6	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Maine	2325	2282	2226	2189	2137	2109	2074	2055	2013	1948	1877	1819	1741	1713	1687	1648	1603	1565	1515	1477	1462	1436	1408	1374	1330	1254	1226	1205	1185	1152	1123	1095	1056	1040	1023	1015	990	965	937	907	888	875	867	847	827	796	770	734	698	633	616	586	560	537	519	499	470	456	432	376	344	303	275	253	211	168	155	149	125	107	89	73	57	53	43	32	17	3	3	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Maryland	52778	52015	50988	49709	48423	47687	47152	46313	45495	44424	43531	42323	41546	39762	38804	37968	36986	35903	34812	34061	33373	32587	31534	30485	29374	28163	27117	26408	25462	24473	23472	21742	20849	20113	19487	18581	17766	16616	15737	14775	14193	13684	12830	12308	11572	10784	10032	9472	8936	8225	7694	6968	6185	5529	4371	4045	3609	3125	2758	2331	1985	1660	1413	1239	992	774	580	423	349	288	244	190	149	107	85	57	37	31	26	17	12	9	6	5	3	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Massachusetts	96965	96301	95512	94895	93693	93693	93271	92675	91662	90889	90084	88970	87925	86010	86010	84933	83421	82182	80497	79332	78462	77793	76743	75333	73721	72025	70271	69087	68087	66263	64311	62205	60265	58302	56462	54938	53348	50969	47992	44913	43168	41416	39820	37527	35125	32492	29970	28109	26794	25381	22766	20878	18843	16692	15104	13739	12402	11637	10303	8867	7639	6521	5653	4856	4158	3151	2318	1739	1060	678	547	426	314	229	156	118	97	64	38	23	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Michigan	57397	56884	56621	56014	55608	55104	54881	54679	54365	53913	53510	53009	52350	51915	51142	50504	50079	49582	48391	48021	47552	47138	46756	46326	45646	45054	44397	43950	43754	43207	42356	41379	40399	39262	38210	37778	37203	36641	35291	33966	32967	32000	31424	30791	30023	29263	28059	27001	25635	24638	23993	22783	21504	20589	19823	18850	17567	16395	15252	14117	12888	11875	10901	10010	9287	8659	7767	7060	6441	5789	5098	4543	4027	3392	2913	2393	1933	1480	1196	945	702	497	358	254	168	128	98	72	52	34	18	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Minnesota	24850	24190	23531	22947	22464	21960	21315	20573	19845	19005	18200	17670	17029	16372	15668	14969	14240	13435	12917	12494	11799	11271	10790	10088	9365	8579	7851	7234	6663	6228	5730	5136	4644	4181	3816	3602	3446	3185	2942	2721	2567	2470	2356	2213	2071	1912	1809	1695	1650	1621	1427	1336	1242	1154	1069	986	935	865	789	742	689	629	576	503	441	398	346	287	262	235	169	138	115	89	77	60	54	35	21	14	9	5	3	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
