State	X2020.06.26	X2020.06.25	X2020.06.24	X2020.06.23	X2020.06.22	X2020.06.21	X2020.06.20	X2020.06.19	X2020.06.18	X2020.06.17	X2020.06.16	X2020.06.15	X2020.06.14	X2020.06.13	X2020.06.12	X2020.06.11	X2020.06.10	X2020.06.09	X2020.06.08	X2020.06.07	X2020.06.06	X2020.06.05	X2020.06.04	X2020.06.03	X2020.06.02	X2020.06.01	X2020.05.31	X2020.05.30	X2020.05.29	X2020.05.28	X2020.05.27	X2020.05.26	X2020.05.25	X2020.05.24	X2020.05.23	X2020.05.22	X2020.05.21	X2020.05.20	X2020.05.19	X2020.05.18	X2020.05.17	X2020.05.16	X2020.05.15	X2020.05.14	X2020.05.13	X2020.05.12	X2020.05.11	X2020.05.10	X2020.05.09	X2020.05.08	X2020.05.07	X2020.05.06	X2020.05.05	X2020.05.04	X2020.05.03	X2020.05.02	X2020.05.01	X2020.04.30	X2020.04.29	X2020.04.28	X2020.04.27	X2020.04.26	X2020.04.25	X2020.04.24	X2020.04.23	X2020.04.22	X2020.04.21	X2020.04.20	X2020.04.19	X2020.04.18	X2020.04.17	X2020.04.16	X2020.04.15	X2020.04.14	X2020.04.13	X2020.04.12	X2020.04.11	X2020.04.10	X2020.04.09	X2020.04.08	X2020.04.07	X2020.04.06	X2020.04.05	X2020.04.04	X2020.04.03	X2020.04.02	X2020.04.01	X2020.03.31	X2020.03.30	X2020.03.29	X2020.03.28	X2020.03.27	X2020.03.26	X2020.03.25	X2020.03.24	X2020.03.23	X2020.03.22	X2020.03.21	X2020.03.20	X2020.03.19	X2020.03.18	X2020.03.17	X2020.03.16	X2020.03.15	X2020.03.14	X2020.03.13	X2020.03.12	X2020.03.11	X2020.03.10	X2020.03.09	X2020.03.08	X2020.03.07	X2020.03.06	X2020.03.05	X2020.03.04	X2020.03.03	X2020.03.02	X2020.03.01	X2020.02.29	X2020.02.28	X2020.02.27	X2020.02.26	X2020.02.25	X2020.02.24	X2020.02.23	X2020.02.22	X2020.02.21	X2020.02.20	X2020.02.19	X2020.02.18	X2020.02.17	X2020.02.16	X2020.02.15	X2020.02.14	X2020.02.13	X2020.02.12	X2020.02.11	X2020.02.10	X2020.02.09	X2020.02.08	X2020.02.07	X2020.02.06	X2020.02.05	X2020.02.04	X2020.02.03	X2020.02.02	X2020.02.01	X2020.01.31	X2020.01.30	X2020.01.29	X2020.01.28	X2020.01.27	X2020.01.26	X2020.01.25	X2020.01.24	X2020.01.23	X2020.01.22	X2020.01.21
Michigan	6138	6137	6118	6113	6101	6094	6091	6071	6064	6041	6039	6025	6020	6017	5994	5985	5958	5946	5916	5898	5894	5854	5604	5579	5562	5525	5491	5463	5406	5372	5334	5266	5240	5228	5223	5158	5129	5060	5017	4915	4891	4880	4825	4787	4714	4674	4584	4551	4526	4393	4343	4250	4179	4135	4049	4020	3866	3788	3670	3566	3406	3314	3273	3084	2977	2813	2698	2466	2389	2307	2227	2092	1920	1767	1603	1488	1395	1280	1076	959	845	727	617	541	478	417	336	264	197	132	112	93	63	43	24	16	9	6	4	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Minnesota	1446	1441	1432	1425	1416	1412	1404	1393	1376	1357	1344	1335	1329	1314	1305	1280	1267	1228	1208	1197	1181	1159	1126	1097	1082	1060	1050	1036	1006	977	942	908	890	878	861	851	818	786	757	740	731	709	692	672	638	614	591	578	558	534	508	485	455	428	419	395	371	343	319	301	286	272	244	221	200	179	160	143	134	121	111	94	87	79	70	70	64	57	50	39	34	30	29	24	22	18	17	12	10	9	5	4	2	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mississippi	1022	1016	1011	989	978	943	943	943	943	938	915	895	891	889	881	868	868	847	837	817	811	803	794	782	767	739	734	723	710	693	670	652	635	625	616	596	580	570	554	528	521	510	493	480	465	457	435	430	421	409	396	374	342	310	303	291	281	261	250	239	229	227	221	209	201	193	183	169	159	152	140	129	122	111	98	96	93	82	76	67	59	51	43	35	29	26	22	20	16	14	13	8	6	5	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Missouri	1019	1006	1001	993	980	975	975	973	963	924	903	895	890	890	884	873	861	854	832	823	823	816	806	801	797	786	784	782	740	715	705	698	694	689	685	680	670	643	631	609	601	593	579	564	548	528	512	502	492	481	449	429	408	387	378	373	355	341	331	324	296	282	280	267	248	236	221	201	196	194	184	170	164	151	136	116	116	105	94	86	80	56	52	44	36	28	21	15	13	12	11	9	8	8	5	4	3	3	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Montana	22	21	21	21	21	20	20	20	20	20	19	19	19	18	18	18	18	18	18	18	18	18	17	17	17	17	17	17	17	17	17	17	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	15	14	14	14	14	14	14	12	12	10	10	8	7	7	7	7	6	6	6	6	6	6	6	6	6	5	5	5	5	4	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nebraska	270	266	263	262	255	252	249	249	244	239	236	226	221	221	221	217	209	199	196	196	196	193	193	189	187	183	178	177	177	170	168	160	155	153	150	149	148	141	136	132	129	129	122	117	106	102	99	97	95	92	91	85	81	78	77	75	72	70	67	56	54	54	52	50	46	42	38	33	28	28	24	24	22	21	19	18	18	18	15	14	12	10	8	8	6	6	5	4	3	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nevada	498	495	494	492	490	487	486	479	475	473	467	466	464	463	462	460	449	445	442	438	437	436	429	429	420	420	419	417	415	410	402	396	396	394	392	387	381	378	373	364	350	349	345	339	331	321	312	306	306	301	293	286	276	266	262	257	254	243	237	225	219	206	206	203	195	187	163	163	158	155	151	142	137	130	114	113	111	86	82	80	60	58	46	46	43	38	32	26	18	15	14	10	10	10	6	4	2	2	2	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NewHampshire	365	357	347	343	339	339	339	337	331	330	326	320	320	318	315	308	301	294	286	286	283	278	273	265	256	245	245	242	238	232	223	214	210	209	208	204	199	190	182	172	172	171	159	151	150	142	133	133	131	121	114	111	92	86	86	84	81	72	66	60	60	60	60	53	51	48	42	42	41	38	37	34	32	27	23	23	23	22	21	18	13	9	9	9	7	5	4	3	3	3	2	2	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NewJersey	14914	14872	12995	12949	12895	12870	12857	12835	12800	12769	12727	12676	12625	12589	12489	12443	12377	12303	12214	12176	12106	12049	11970	11880	11770	11721	11698	11634	11531	11401	11339	11191	11144	11133	11081	10985	10843	10747	10586	10435	10356	10249	10138	9946	9702	9508	9310	9255	9116	8952	8801	8549	8244	7910	7871	7742	7538	7228	6770	6442	6044	5938	5863	5617	5368	5063	4753	4377	4202	4070	3840	3518	3156	2805	2443	2350	2183	1932	1700	1504	1232	1005	917	847	647	539	355	267	199	161	140	108	82	62	44	27	20	16	11	9	5	3	3	2	2	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NewMexico	489	485	480	476	469	469	466	464	456	452	447	440	435	431	426	421	410	404	400	396	392	387	383	375	367	362	356	351	344	335	329	325	320	317	308	302	294	283	276	270	265	259	253	242	231	219	208	200	191	181	172	169	162	156	151	139	131	123	112	110	104	99	93	84	78	71	65	58	55	53	51	44	36	36	31	26	20	19	17	16	13	12	12	11	10	7	6	5	4	2	2	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NewYork	31075	31029	31001	30970	30934	30884	30839	30816	30767	30722	30683	30645	30605	30565	30511	30431	30376	30309	30239	30183	30123	30066	30011	29918	29847	29766	29699	29612	29535	29438	29339	29241	29138	29046	28900	28802	28663	28540	28437	28302	28168	27953	27755	27617	27448	27282	27003	26798	26584	26358	26206	25956	25028	24788	24576	24035	23841	23616	23287	22777	22267	21804	21326	20759	20212	19647	19040	18412	17793	17141	16473	15669	14937	14001	12998	12116	11159	10162	9166	8138	7185	6149	5335	4535	3716	2963	2415	1929	1512	1180	935	645	502	381	264	183	142	95	68	39	32	18	10	6	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NorthCarolina	1319	1305	1295	1276	1250	1245	1239	1223	1209	1198	1185	1156	1139	1135	1128	1114	1096	1069	1041	1024	1020	1001	993	971	950	923	911	903	888	859	827	789	780	771	763	754	734	721	711	684	679	671	660	632	615	597	571	561	554	537	521	497	477	454	436	428	405	385	366	353	331	309	304	270	253	242	217	187	183	175	159	140	128	116	91	86	86	78	74	61	50	42	37	30	23	17	11	10	6	6	4	3	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NorthDakota	87	87	86	84	83	83	82	82	81	78	77	77	77	77	77	77	76	75	75	75	75	74	69	69	68	64	64	63	62	60	59	54	54	53	52	52	51	49	45	44	43	42	42	40	40	38	36	35	35	33	31	31	25	25	25	24	23	19	19	19	19	17	16	15	15	14	13	13	10	9	9	9	9	9	9	8	7	7	5	4	4	3	3	3	3	3	3	3	3	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ohio	2788	2772	2755	2735	2704	2700	2697	2667	2633	2611	2597	2573	2557	2554	2508	2490	2457	2421	2404	2377	2370	2355	2339	2299	2258	2206	2155	2149	2131	2098	2044	2002	1987	1969	1956	1872	1836	1781	1720	1657	1625	1610	1581	1534	1483	1436	1357	1341	1331	1306	1271	1225	1135	1056	1038	1021	1002	975	937	799	753	728	711	690	656	610	557	509	471	451	418	389	361	324	274	253	247	231	213	193	167	142	119	102	91	81	65	55	40	30	25	22	15	11	8	6	3	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Oklahoma	377	375	372	371	369	369	368	367	366	364	363	359	359	359	359	357	355	353	348	348	347	345	344	341	339	334	334	334	329	326	322	318	313	311	311	307	304	299	294	288	288	288	285	284	278	278	274	272	270	266	260	253	247	238	238	238	230	222	214	207	197	195	194	188	179	169	164	143	140	139	136	131	123	109	98	96	93	88	80	79	67	51	46	42	38	34	30	23	17	16	15	8	7	5	3	2	2	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Oregon	204	199	195	192	192	190	188	188	187	183	182	180	176	175	173	171	169	169	164	164	163	161	159	159	157	154	153	153	151	151	148	148	148	148	147	147	145	144	140	138	137	137	137	137	134	130	130	127	127	124	121	115	113	109	109	109	104	103	101	99	92	91	87	86	83	78	78	75	74	72	70	64	58	55	53	52	51	48	44	38	33	29	27	26	22	21	19	18	16	13	13	12	11	10	8	5	5	4	3	3	3	2	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pennsylvania	6625	6602	6568	6511	6475	6472	6467	6446	6417	6376	6337	6307	6275	6264	6229	6187	6143	6070	6007	5997	5986	5952	5862	5742	5670	5574	5555	5537	5467	5397	5290	5175	5159	5145	5121	5032	4887	4794	4675	4560	4504	4490	4432	4298	4104	3924	3846	3819	3793	3724	3599	3360	3206	2880	2843	2794	2671	2580	2392	2092	1946	1871	1842	1786	1723	1720	1620	1366	1285	1150	1027	940	833	746	563	525	515	435	344	313	241	170	159	140	102	91	78	72	48	40	35	23	16	12	8	6	3	2	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RhodeIsland	927	920	912	906	903	894	894	894	885	876	865	851	833	833	833	823	812	808	799	772	772	772	756	742	732	720	718	711	693	677	655	634	608	608	597	579	556	538	532	506	499	489	479	468	462	444	430	422	418	399	388	370	355	341	320	296	279	266	251	239	233	226	215	202	189	181	171	155	150	137	118	105	87	80	73	63	56	49	43	35	30	27	25	17	14	12	10	8	4	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SouthCarolina	694	693	683	673	659	653	644	639	621	617	607	602	600	599	593	588	575	568	557	546	545	538	525	518	501	500	494	487	483	470	466	446	440	435	425	419	416	407	399	391	385	380	380	371	362	355	346	331	330	320	316	305	296	283	275	267	256	244	232	192	177	174	166	157	150	140	135	124	120	119	116	109	107	97	87	82	80	72	67	63	51	48	44	40	34	31	26	22	18	16	15	13	9	8	8	5	3	3	3	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SouthDakota	88	87	84	83	81	81	81	81	78	78	77	75	75	75	74	73	69	68	65	65	65	65	64	62	62	62	62	62	59	54	54	50	50	50	50	50	47	46	46	44	44	44	44	43	39	39	34	34	34	31	31	29	24	21	21	21	21	17	13	11	11	11	10	10	9	9	8	7	7	7	7	7	6	6	6	6	6	6	6	6	6	4	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tennessee	569	558	548	535	525	519	516	508	504	493	487	477	467	465	461	441	436	430	417	414	413	405	401	386	378	361	360	360	356	352	352	339	334	332	325	315	313	309	301	296	293	292	288	284	271	264	248	242	241	240	238	237	225	216	211	210	205	200	196	190	184	182	179	172	172	169	159	156	151	148	146	142	135	123	114	107	107	104	95	83	72	65	50	47	38	32	23	13	13	7	6	6	3	3	2	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Texas	2362	2321	2292	2246	2213	2195	2186	2168	2137	2099	2057	2018	1995	1989	1965	1942	1916	1886	1856	1846	1840	1821	1793	1766	1732	1695	1683	1676	1645	1618	1598	1552	1536	1533	1522	1498	1480	1443	1405	1362	1356	1330	1300	1256	1205	1169	1137	1110	1086	1059	1016	985	955	914	890	875	853	828	776	738	699	676	662	625	601	571	552	523	503	487	461	428	395	365	320	288	265	249	228	195	177	159	136	124	98	80	65	57	46	35	30	25	21	13	11	7	7	5	5	4	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Utah	166	164	163	163	158	158	155	155	152	149	145	143	139	139	139	131	128	127	124	121	121	120	117	117	113	113	113	112	107	106	105	101	98	97	97	93	92	90	88	80	80	78	77	76	76	73	68	67	66	61	61	59	56	50	50	49	46	46	45	45	41	41	41	39	35	34	32	28	27	25	23	21	20	19	18	18	18	17	13	13	13	13	8	8	7	7	7	5	4	2	2	2	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vermont	56	56	56	56	56	56	56	56	56	55	55	55	55	55	55	55	55	55	55	55	55	55	55	55	55	55	55	55	55	55	54	54	54	54	54	54	54	54	54	54	54	53	53	53	53	53	53	53	53	53	53	52	52	52	52	50	49	48	46	46	46	45	45	43	42	39	39	37	36	36	34	34	29	28	27	26	24	24	23	23	23	23	22	20	17	17	16	13	12	12	12	10	9	8	7	2	2	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Virginia	1700	1675	1661	1645	1620	1611	1607	1602	1586	1583	1570	1552	1546	1541	1534	1520	1514	1496	1477	1472	1460	1453	1445	1428	1407	1392	1375	1370	1358	1338	1281	1236	1208	1171	1159	1136	1099	1074	1041	1014	1009	1002	977	955	927	891	850	839	827	812	769	713	713	684	660	616	581	552	522	492	458	448	436	413	375	349	325	300	277	258	238	208	195	154	149	141	130	121	109	60	60	54	52	52	46	18	18	18	18	18	17	14	14	9	7	6	6	3	2	2	2	2	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Washington	1305	1301	1294	1285	1277	1271	1268	1258	1246	1229	1229	1223	1220	1216	1207	1198	1183	1181	1168	1163	1163	1160	1150	1145	1139	1133	1126	1126	1120	1116	1106	1091	1076	1069	1062	1061	1054	1045	1042	1020	1016	1015	1008	991	977	972	957	939	925	915	903	881	863	846	840	833	829	822	805	792	771	757	743	731	717	696	683	661	637	629	610	588	572	552	525	511	498	483	456	430	409	383	344	318	293	272	250	226	221	209	193	179	152	130	123	110	97	95	83	75	68	54	48	42	40	37	32	29	24	22	19	16	12	11	11	10	6	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WestVirginia	92	92	92	92	90	89	88	88	88	88	88	88	88	88	88	86	85	84	84	84	84	84	79	78	78	76	75	75	74	74	74	74	73	72	72	72	71	69	68	68	67	65	64	62	59	58	57	54	53	52	51	51	50	50	50	50	47	44	40	38	37	34	33	32	31	29	26	26	20	18	16	13	12	10	9	8	6	5	5	4	4	4	3	2	2	2	2	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wisconsin	775	775	769	758	751	751	751	736	725	719	710	703	702	700	698	691	679	662	650	648	646	634	627	618	610	597	594	588	569	550	539	517	514	510	507	496	487	481	467	459	453	453	445	434	421	418	409	400	398	384	374	362	353	340	339	334	327	316	308	300	281	274	266	262	257	247	243	231	222	212	205	197	184	172	155	145	141	131	116	107	94	83	73	60	50	37	33	25	20	17	17	16	10	7	5	5	4	4	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wyoming	20	20	20	20	20	20	20	20	18	18	18	18	18	18	18	18	18	17	17	17	17	17	17	17	17	17	16	16	15	15	14	13	12	12	12	12	12	11	10	10	8	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	6	6	2	2	2	2	2	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
