State	X2020.05.31	X2020.05.30	X2020.05.29	X2020.05.28	X2020.05.27	X2020.05.26	X2020.05.25	X2020.05.24	X2020.05.23	X2020.05.22	X2020.05.21	X2020.05.20	X2020.05.19	X2020.05.18	X2020.05.17	X2020.05.16	X2020.05.15	X2020.05.14	X2020.05.13	X2020.05.12	X2020.05.11	X2020.05.10	X2020.05.09	X2020.05.08	X2020.05.07	X2020.05.06	X2020.05.05	X2020.05.04	X2020.05.03	X2020.05.02	X2020.05.01	X2020.04.30	X2020.04.29	X2020.04.28	X2020.04.27	X2020.04.26	X2020.04.25	X2020.04.24	X2020.04.23	X2020.04.22	X2020.04.21	X2020.04.20	X2020.04.19	X2020.04.18	X2020.04.17	X2020.04.16	X2020.04.15	X2020.04.14	X2020.04.13	X2020.04.12	X2020.04.11	X2020.04.10	X2020.04.09	X2020.04.08	X2020.04.07	X2020.04.06	X2020.04.05	X2020.04.04	X2020.04.03	X2020.04.02	X2020.04.01	X2020.03.31	X2020.03.30	X2020.03.29	X2020.03.28	X2020.03.27	X2020.03.26	X2020.03.25	X2020.03.24	X2020.03.23	X2020.03.22	X2020.03.21	X2020.03.20	X2020.03.19	X2020.03.18	X2020.03.17	X2020.03.16	X2020.03.15	X2020.03.14	X2020.03.13	X2020.03.12	X2020.03.11	X2020.03.10	X2020.03.09	X2020.03.08	X2020.03.07	X2020.03.06	X2020.03.05	X2020.03.04	X2020.03.03	X2020.03.02	X2020.03.01	X2020.02.29	X2020.02.28	X2020.02.27	X2020.02.26	X2020.02.25	X2020.02.24	X2020.02.23	X2020.02.22	X2020.02.21	X2020.02.20	X2020.02.19	X2020.02.18	X2020.02.17	X2020.02.16	X2020.02.15	X2020.02.14	X2020.02.13	X2020.02.12	X2020.02.11	X2020.02.10	X2020.02.09	X2020.02.08	X2020.02.07	X2020.02.06	X2020.02.05	X2020.02.04	X2020.02.03	X2020.02.02	X2020.02.01	X2020.01.31	X2020.01.30	X2020.01.29	X2020.01.28	X2020.01.27	X2020.01.26	X2020.01.25	X2020.01.24	X2020.01.23	X2020.01.22
Massachusetts	6846	6768	6717	6640	6547	6473	6416	6372	6304	6228	6148	6066	5938	5862	5797	5705	5592	5482	5315	5141	5108	4979	4840	4702	4552	4420	4212	4090	4004	3846	3716	3562	3405	3152	3003	2899	2730	2556	2360	2182	1961	1809	1705	1560	1404	1245	1108	957	844	756	686	599	503	433	356	260	231	216	192	154	122	89	56	48	44	35	25	15	11	9	5	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Michigan	5491	5463	5405	5371	5334	5266	5239	5226	5219	5156	5127	5059	5016	4914	4890	4879	4823	4785	4711	4672	4583	4550	4525	4393	4342	4249	4178	4134	4049	4020	3867	3790	3672	3569	3408	3317	3275	3087	2979	2815	2702	2467	2390	2308	2227	2093	1921	1768	1487	1487	1391	1280	1076	959	845	727	616	540	479	417	337	259	184	127	104	86	57	41	23	14	6	5	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Minnesota	1040	1026	995	966	931	898	880	867	850	840	808	776	747	730	721	700	683	663	638	614	591	578	558	534	508	485	455	427	418	394	370	343	319	301	286	272	244	221	200	179	160	143	134	121	111	94	86	78	70	70	64	57	50	39	34	30	29	24	22	18	17	10	10	9	5	3	2	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mississippi	734	723	710	693	670	652	635	625	616	596	580	570	554	528	521	510	492	479	464	456	434	429	419	407	396	374	342	310	303	291	280	260	249	239	229	226	220	209	201	193	183	169	158	151	139	128	121	110	95	95	92	81	75	66	59	51	43	35	29	25	21	18	15	14	6	6	6	5	1	2	2	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Missouri	772	771	737	707	696	686	685	681	676	671	661	630	618	607	596	590	577	562	542	524	489	484	474	451	419	398	378	360	354	353	339	331	320	316	290	276	275	264	220	209	191	179	178	177	167	154	149	135	111	111	110	98	79	58	53	38	33	23	19	19	18	14	13	12	10	9	8	8	5	3	3	3	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Montana	19	19	19	19	19	19	18	18	18	18	18	18	18	18	18	18	18	18	18	18	18	18	18	18	18	18	18	18	18	18	18	18	18	17	16	16	16	16	16	16	14	12	12	12	10	9	6	6	6	6	6	6	6	6	6	5	5	5	5	5	4	4	4	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nebraska	168	167	167	162	161	151	148	148	145	145	141	135	128	124	122	122	118	113	107	103	101	99	96	92	91	86	82	79	79	78	75	72	70	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	6	6	6	6	6	6	5	4	3	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nevada	429	428	424	421	413	410	410	408	406	396	377	377	377	365	365	362	360	348	341	330	322	322	318	313	305	297	278	273	273	269	253	253	247	235	223	222	216	214	206	190	179	175	174	168	158	154	102	102	102	102	102	102	85	80	59	58	46	46	43	38	32	26	18	15	14	10	10	10	6	4	2	2	2	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NewHampshire	245	242	237	232	223	214	210	209	208	204	199	190	182	172	172	171	159	151	150	142	133	133	131	121	114	111	92	86	86	84	81	72	66	60	60	60	60	53	51	48	42	42	41	38	37	34	32	27	23	23	23	22	21	18	13	9	9	9	7	5	4	3	3	3	3	3	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NewJersey	11698	11634	11531	11401	11339	11191	11143	11130	11080	10985	10843	10747	10586	10435	10356	10249	10138	9946	9702	9508	9310	9255	9115	8952	8801	8549	8244	7910	7870	7742	7538	7231	6773	6444	6047	5941	5866	5620	4756	4756	4756	4379	4205	4071	3840	3518	3156	2805	2350	2350	2183	1932	1692	1504	1232	1002	917	837	646	537	355	265	198	161	140	108	80	62	44	27	24	16	11	9	5	3	3	2	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
